title,year,genres
The Twin,2022,"Horror,Mystery"
Prison 77,2022,Drama
Corner Office,2023,"Comedy,Drama"
Resident Evil: Welcome to Raccoon City,2021,"Horror,Science Fiction,Action"
Devotion,2022,"War,Drama,Action"
How the Grinch Stole Christmas,2000,"Family,Comedy,Fantasy"
Young Mother 5,2020,"Drama,Romance"
Cars 3,2017,"Animation,Adventure,Comedy,Family"
Topside,2022,Drama
Warriors of Future,2022,"Drama,Action,Science Fiction"
The King's Man,2021,"Action,Adventure,Thriller"
Red Notice,2021,"Action,Comedy,Crime,Thriller"
Clifford the Big Red Dog,2021,"Family,Adventure,Comedy,Fantasy"
The Other Zoey,2023,"Romance,Drama,Comedy"
Borrego,2022,"Crime,Thriller"
Eureka: Eureka Seven Hi-Evolution,2021,"Animation,Drama,Adventure,Science Fiction"
Doctor Strange,2016,"Action,Adventure,Fantasy"
"Miraculous World: New York, United HeroeZ",2020,"Animation,TV Movie,Fantasy,Action"
Boyka: Undisputed IV,2016,"Action,Drama"
Dungeons & Dragons: Honor Among Thieves,2023,"Adventure,Fantasy,Comedy"
Drive-Away Dolls,2024,"Comedy,Crime"
Jurassic World,2015,"Action,Adventure,Science Fiction,Thriller"
Nobody,2021,"Action,Crime,Thriller"
2037,2022,"Family,Drama"
Renfield,2023,"Comedy,Horror,Fantasy,Action"
Mira,2022,"Drama,Adventure,Science Fiction,Family"
Thor,2011,"Adventure,Fantasy,Action"
The Amazing Spider-Man,2012,"Action,Adventure,Fantasy"
Togo,2022,"Crime,Drama"
Sing 2,2021,"Animation,Family,Music,Comedy"
Man of Steel,2013,"Action,Adventure,Science Fiction"
Dampyr,2022,"Horror,Fantasy,Action"
Under Wraps 2,2022,"Family,Comedy,Fantasy,TV Movie"
Chernobyl: Abyss,2021,"Drama,History,Adventure,Action,Fantasy,Mystery"
The Conjuring 2,2016,"Horror,Thriller"
Don't Come Back Alive,2022,"Thriller,Fantasy,Horror"
The Zone of Interest,2023,"Drama,History,War"
Maleficent: Mistress of Evil,2019,"Family,Fantasy,Adventure,Action"
Thor: Ragnarok,2017,"Action,Adventure,Fantasy,Science Fiction,Comedy"
Spider-Man: Beyond the Spider-Verse,2024,"Animation,Action,Adventure,Science Fiction"
Snake Island Python,2022,Drama
Scream VI,2023,"Horror,Crime,Thriller"
A Man Called Otto,2022,"Comedy,Drama"
The Mother,2023,"Action,Thriller"
The Last Voyage of the Demeter,2023,"Thriller,Horror"
Jurassic World Dominion: Prologue,2021,"Science Fiction,Action"
The Avengers,2012,"Science Fiction,Action,Adventure"
The Addams Family 2,2021,"Animation,Adventure,Comedy,Family,Fantasy,Horror"
Terminator Genisys,2015,"Science Fiction,Action,Thriller,Adventure"
HollyBlood,2022,"Comedy,Fantasy,Romance"
Spider-Man: Far From Home,2019,"Action,Adventure,Science Fiction"
Furious 7,2015,"Action,Thriller,Crime"
Jesus,2020,"Family,History,Music"
Toscana,2022,Comedy
Shazam!,2019,"Action,Comedy,Fantasy"
Coraline,2009,"Animation,Family,Fantasy"
Mulan,1998,"Animation,Family,Adventure"
An Argentinian Crime,2022,Thriller
My Hero Academia: Heroes Rising,2019,"Animation,Action,Fantasy,Adventure"
Beyond the Universe,2022,"Romance,Drama,Comedy"
Jade,2024,"Action,Thriller"
Demon Slayer: Kimetsu no Yaiba - Asakusa Arc,2022,"Animation,Fantasy"
Shrek the Third,2007,"Fantasy,Adventure,Animation,Comedy,Family"
John Wick: Chapter 2,2017,"Action,Thriller,Crime"
Wire Room,2022,"Action,Crime,Thriller"
Minions: The Rise of Gru,2022,"Animation,Comedy,Family"
Soul,2020,"Animation,Family,Comedy,Fantasy,Drama"
KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,2019,"Animation,Adventure,Comedy,Fantasy"
Women in Fury,1984,"Action,Drama"
The Japanese Wife Next Door: Part 2,2004,Comedy
Emergency Declaration,2022,"Action,Drama,Mystery,Thriller"
The Shawshank Redemption,1994,"Drama,Crime"
Miraculous World: Shanghai – The Legend of Ladydragon,2021,"Animation,Fantasy,Action,TV Movie"
War of the Worlds: Annihilation,2021,"Science Fiction,Action"
The Boss Baby: Family Business,2021,"Animation,Comedy,Adventure,Family"
Big Hero 6,2014,"Adventure,Family,Animation,Action,Comedy"
The Princess,2022,"Fantasy,Action"
Major Grom: Plague Doctor,2021,"Action,Adventure"
The Hunger Games: Mockingjay - Part 2,2015,"Action,Adventure,Science Fiction"
Through My Window,2022,"Drama,Romance"
Sex and Lucía,2001,"Drama,Romance"
Frozen,2013,"Animation,Family,Adventure,Fantasy"
Dragon Ball Z: Battle of Gods,2013,"Animation,Action,Science Fiction"
The Gray Man,2022,"Action,Thriller"
My Hero Academia: Two Heroes,2018,"Animation,Action,Adventure,Fantasy"
Up,2009,"Animation,Comedy,Family,Adventure"
Attack on Titan,2015,"Horror,Fantasy,Action,Science Fiction"
Dream 9 Toriko & One Piece & Dragon Ball Z Super Collaboration Special!!,2013,"Action,Adventure,Comedy,Fantasy,Animation"
Pacific Rim,2013,"Action,Science Fiction,Adventure"
The Man from Toronto,2022,"Action,Comedy"
The Parent Trap,1998,"Comedy,Family"
Pirates of the Caribbean: Dead Man's Chest,2006,"Adventure,Fantasy,Action"
The Red Book Ritual,2022,Horror
Hunting Ava Bravo,2022,"Thriller,Action"
Madagascar: A Little Wild Holiday Goose Chase,2021,"Animation,Comedy"
Cars 2,2011,"Animation,Family,Adventure,Comedy"
Spider-Man,2002,"Action,Science Fiction"
Teenage Mutant Ninja Turtles,2014,"Science Fiction,Action,Adventure,Comedy"
Boruto: Naruto the Movie,2015,"Animation,Action,Comedy"
The World of Dragon Ball Z,2000,Action
No Exit,2022,"Horror,Thriller,Mystery"
The Hobbit: The Battle of the Five Armies,2014,"Action,Adventure,Fantasy"
Naruto Shippuden the Movie,2007,"Animation,Action,Fantasy"
Sex Tape,2014,Comedy
Toy Story 2,1999,"Animation,Comedy,Family"
Rumble Through the Dark,2023,"Thriller,Action"
Black Site,2022,"Action,Thriller"
The Banshees of Inisherin,2022,"Drama,Comedy"
American Murderer,2022,"Crime,Thriller,Drama"
Redcon-1,2018,"Action,Horror,Science Fiction"
Batman Begins,2005,"Action,Crime,Drama"
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure,Fantasy,Drama,Romance"
The Dark Knight Rises,2012,"Action,Crime,Drama,Thriller"
The Adam Project,2022,"Adventure,Science Fiction"
Paws of Fury: The Legend of Hank,2022,"Animation,Action,Adventure,Comedy,Family,Western"
Paradise Highway,2022,"Thriller,Crime,Drama"
The Rape,1982,Drama
Fifty Shades Darker,2017,"Drama,Romance"
The Equalizer,2014,"Thriller,Action,Crime"
Magic Mike's Last Dance,2023,"Comedy,Drama,Romance"
Heroic,2023,"Drama,Thriller"
The Croods: A New Age,2020,"Animation,Family,Adventure,Fantasy,Comedy"
Black Clover: Sword of the Wizard King,2023,"Animation,Fantasy,Action,Adventure"
Hot Hair Salon,2020,"Drama,Romance"
Flipped,2010,"Romance,Drama"
What We Leave Behind,2022,Documentary
Carter,2022,"Action,Thriller"
Iron Man 2,2010,"Adventure,Action,Science Fiction"
Twilight,2008,"Fantasy,Drama,Romance"
Sexo,2001,Comedy
Halloween Ends,2022,"Horror,Thriller"
A Quiet Place,2018,"Horror,Drama,Science Fiction"
How to Train Your Dragon: The Hidden World,2019,"Animation,Family,Adventure"
"Ninja Escapades: Creation of Akatsuki, The Two Uchiha, The Far Reaches of Hope",2014,"Animation,Action,Adventure,Fantasy,Comedy"
Howl's Moving Castle,2004,"Fantasy,Animation,Adventure"
Beauty and the Beast,1991,"Romance,Family,Animation,Fantasy"
The Mummy Returns,2001,"Adventure,Action,Fantasy"
Those Who Wish Me Dead,2021,"Thriller,Action"
Titanic II,2010,"Action,Adventure,Thriller"
Carriers,2009,"Action,Drama,Horror,Science Fiction,Thriller"
American Sniper,2014,"War,Action"
Lolita,1997,Drama
Hidden Figures,2016,"Drama,History"
Mission: Impossible - Fallout,2018,"Action,Adventure"
The Girl with the Dragon Tattoo,2011,"Thriller,Crime,Mystery"
So Cold the River,2022,"Horror,Thriller"
The Last Warrior: Root of Evil,2021,"Fantasy,Adventure,Comedy"
Scary Movie 5,2013,Comedy
Sayen: Desert Road,2023,"Action,Thriller"
The hill,2023,"History,Drama"
Wonder Woman 1984,2020,"Action,Adventure,Fantasy"
Pulp Fiction,1994,"Thriller,Crime"
No Time to Die,2021,"Action,Adventure,Thriller"
Hawa,2022,"Drama,Comedy"
Me Before You,2016,"Drama,Romance"
Presences,2022,Horror
True Spirit,2023,"Adventure,Drama,Family"
7 Women and a Murder,2021,"Mystery,Comedy"
Dragon Ball Z: Broly – The Legendary Super Saiyan,1993,"Animation,Science Fiction,Action"
Porno,1981,Drama
Barbarian,2022,"Horror,Thriller"
Wreck-It Ralph,2012,"Family,Animation,Comedy,Adventure"
Rebel Moon - Part Two: The Scargiver,2024,"Action,Science Fiction,Drama"
Lightyear,2022,"Animation,Action,Adventure,Family,Science Fiction"
The Sadness,2021,"Horror,Thriller"
Darby and the Dead,2022,"Comedy,Fantasy"
Elvis,2022,"Drama,Music"
Free Guy,2021,"Comedy,Adventure,Science Fiction"
I Don't Like Younger Men 4,2019,Romance
Ted 2,2015,"Comedy,Fantasy"
Aquaman,2018,"Action,Adventure,Fantasy"
Garota da Moto,2021,Action
"...Watch Out, We're Mad",2022,"Comedy,Action"
Sexo,2001,Comedy
Heart of Stone,2023,"Thriller,Action"
The Student,2015,Drama
Avengers: Age of Ultron,2015,"Action,Adventure,Science Fiction"
Blackout,2022,"Action,Adventure,Thriller"
The Witch: Part 2. The Other One,2022,"Action,Mystery,Thriller,Science Fiction"
God's Crooked Lines,2022,"Drama,Mystery,Thriller"
Saving Private Ryan,1998,"Drama,History,War"
Hercules,1997,"Animation,Family,Fantasy,Adventure,Comedy,Romance"
The Invitation,2022,"Horror,Thriller"
World War Z,2013,"Action,Drama,Horror,Science Fiction,Thriller"
Spoiler Alert,2022,"Comedy,Drama,Romance"
The Marksman,2021,"Action,Drama"
Solar Impact,2019,"Action,Fantasy,Thriller"
Fast Charlie,2023,"Action,Crime,Drama"
Asteroid City,2023,"Comedy,Drama"
Sexo,2001,Comedy
Desire,2011,"Drama,Romance"
Roald Dahl's The Witches,2020,"Adventure,Fantasy,Comedy,Family,Horror"
Attack on Titan: The Roar of Awakening,2018,"Animation,Action,Adventure,Fantasy"
Inexorable,2022,Thriller
Haunted Mansion,2023,"Fantasy,Comedy,Horror,Family"
Porno,1981,Drama
Bob Marley: One Love,2024,"Music,Drama"
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Adventure,Action,Fantasy"
Elite Squad,2007,"Drama,Action,Crime"
God's Not Dead: A Light in Darkness,2018,Drama
Psychosexual,2022,Thriller
Pelé,2021,Documentary
Crater,2023,"Science Fiction,Action,Adventure,Family"
Moonfall,2022,"Science Fiction,Adventure,Action"
Stand by Me Doraemon 2,2020,"Animation,Family,Science Fiction"
Attack on Titan II: End of the World,2015,"Horror,Science Fiction,Action,Fantasy"
Three Steps Above Heaven,2010,"Romance,Drama"
Tangled,2010,"Animation,Family"
Wrong Turn 2: Dead End,2007,"Horror,Thriller"
The Innkeepers,2011,"Horror,Thriller"
Megan,2018,"Action,Science Fiction"
Zack Snyder's Justice League,2021,"Action,Adventure,Fantasy"
With Aunt It's Not a Sin,1980,Comedy
It Chapter Two,2019,"Horror,Fantasy"
San Andreas,2015,"Action,Drama,Thriller"
John Wick: Chapter 3 - Parabellum,2019,"Action,Thriller,Crime"
The Long Dark Trail,2021,Horror
Toy Story 3,2010,"Animation,Family,Comedy"
The Middle Ages,2022,"Comedy,Drama"
Nope,2022,"Horror,Mystery,Science Fiction,Thriller"
Rambo: Last Blood,2019,"Action,Thriller,Drama"
"Goodbye, Don Glees!",2022,"Animation,Adventure,Fantasy"
Chappie,2015,"Crime,Action,Science Fiction"
Purple Hearts,2022,"Romance,Drama"
Partysaurus Rex,2012,"Family,Animation,Comedy"
Alien: Covenant,2017,"Science Fiction,Horror,Mystery"
From Straight A's to XXX,2017,"Drama,TV Movie"
"Lyle, Lyle, Crocodile",2022,"Comedy,Family,Music"
Black Widow,2021,"Action,Adventure,Science Fiction"
Wrong Turn,2003,"Horror,Thriller"
Counting Sheep,2022,"Comedy,Crime"
Peter von Kant,2022,"Drama,Romance"
In Time,2011,"Action,Thriller,Science Fiction"
Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Fantasy"
Wakanda,2018,Music
The Lord of the Rings: The Return of the King,2003,"Adventure,Fantasy,Action"
Secret Agent Dingledorf and His Trusty Dog Splat,2021,"Comedy,Family"
Your Name.,2016,"Romance,Animation,Drama"
The Fallout,2021,Drama
Wrong Turn 3: Left for Dead,2009,"Horror,Thriller"
Ocean's Eleven,2001,"Thriller,Crime"
The Hobbit: An Unexpected Journey,2012,"Adventure,Fantasy,Action"
Sonic the Hedgehog,2020,"Action,Science Fiction,Comedy,Family"
Pinocchio,2019,"Drama,Family,Fantasy"
Frozen II,2019,"Family,Animation,Adventure,Comedy,Fantasy"
Scooby-Doo,2002,"Mystery,Adventure,Comedy"
Jurassic World: Fallen Kingdom,2018,"Action,Adventure,Science Fiction,Thriller"
It,2017,"Horror,Fantasy"
How to Train Your Dragon 2,2014,"Fantasy,Action,Adventure,Animation,Comedy,Family"
Sing,2016,"Animation,Comedy,Family,Music"
BTS World Tour 'Love Yourself - Speak Yourself' London,2020,Music
I Am Number Four,2011,"Action,Thriller,Science Fiction,Adventure"
Kingsman: The Secret Service,2014,"Crime,Comedy,Action,Adventure"
10 Cloverfield Lane,2016,"Thriller,Science Fiction,Drama,Horror"
A Dog's Journey,2019,"Family,Adventure,Drama"
The Shack,2017,"Drama,Fantasy"
Hellblazers,2022,"Horror,Action"
Godzilla vs. Kong,2021,"Action,Fantasy,Science Fiction"
Red Dawn,1984,"Action,Thriller,War,Drama"
Scream 3,2000,"Horror,Mystery"
White Chicks,2004,"Comedy,Crime"
Captain America: Civil War,2016,"Adventure,Action,Science Fiction"
Jethica,2023,"Comedy,Drama,Fantasy,Horror"
The Mummy,1999,"Adventure,Action,Fantasy"
Come Play With Me,2021,Horror
Scream,2022,"Horror,Mystery,Thriller"
Inception,2010,"Action,Science Fiction,Adventure"
The Fifth Element,1997,"Adventure,Fantasy,Action,Thriller,Science Fiction"
Penguins of Madagascar,2014,"Family,Animation,Adventure,Comedy"
The SpongeBob Movie: Sponge on the Run,2020,"Family,Animation,Fantasy,Adventure,Comedy"
Bad Boys for Life,2020,"Thriller,Action,Crime"
Grown Ups,2010,Comedy
Rambo,2008,"Action,Thriller"
The Stranger,2022,"Crime,Drama,Mystery,Thriller"
The Privilege,2022,Horror
Predator,1987,"Science Fiction,Action,Adventure,Thriller"
The Green Mile,1999,"Fantasy,Drama,Crime"
Swingers Party with My Friend,2019,Romance
The Penitent Thief,2021,Drama
The Wandering Earth II,2023,"Science Fiction,Action,Drama"
Rocky IV,1985,Drama
Dragon Ball Z: Wrath of the Dragon,1995,"Animation,Action,Science Fiction"
The Proposal,2009,"Comedy,Romance,Drama"
Whitney Houston: I Wanna Dance with Somebody,2022,"Music,History,Drama"
The Call of the Wild,2020,"Adventure,Family,Drama"
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Fantasy,Family"
Honor Society,2022,Comedy
What Happened at the Carpenter's Shop,2020,Romance
Escape the Undertaker,2021,"Horror,Mystery,Family"
Finch,2021,"Science Fiction,Drama,Adventure"
The Twilight Saga: Eclipse,2010,"Adventure,Fantasy,Drama,Romance"
The Visit,2015,"Mystery,Thriller,Horror"
Your Boyfriend Is Mine,2022,"Thriller,TV Movie,Action"
Undisputed III: Redemption,2010,"Action,Thriller"
Constantine: The House of Mystery,2022,"Animation,Action,Adventure,Horror"
I Am Legend,2007,"Drama,Science Fiction,Thriller"
Ava,2020,"Action,Crime,Drama,Adventure,Thriller"
"Happy Halloween, Scooby-Doo!",2020,"Family,Animation,Mystery,Comedy"
Raped by an Angel 4: The Rapist's Union,1999,Thriller
Everything Everywhere All at Once,2022,"Action,Adventure,Science Fiction"
A Christmas Carol,2009,"Animation,Family,Fantasy"
The Killer,2022,"Action,Crime"
Maleficent,2014,"Fantasy,Adventure,Action,Family,Romance"
Journey 2: The Mysterious Island,2012,"Adventure,Action,Science Fiction"
Spirited Away,2002,"Animation,Family,Fantasy"
Madagascar,2005,"Family,Animation,Adventure,Comedy"
Spiderhead,2022,"Science Fiction,Thriller"
Mia and Me: The Hero of Centopia,2022,"Animation,Fantasy,Adventure"
Spider-Man 3,2007,"Fantasy,Action,Adventure"
The Desperate Hour,2021,Thriller
Tears of the Sun,2003,"War,Action,Drama"
Trolls Band Together,2023,"Animation,Family,Music,Fantasy,Comedy"
Exodus: Gods and Kings,2014,"Adventure,Drama,Action"
Grown Ups 2,2013,Comedy
Scary Movie 2,2001,Comedy
Taken,2008,"Action,Thriller"
Love Actually,2003,"Comedy,Romance,Drama"
Wrong Turn,2021,"Horror,Thriller,Drama"
Pacific Rim: Uprising,2018,"Action,Fantasy,Science Fiction,Adventure"
The Offering,2022,"Drama,Horror"
Secret of the Wings,2012,"Animation,Family,Fantasy,Adventure"
Cinderella,2015,"Romance,Fantasy,Family,Drama"
Six Swedish Girls in Alps,1983,"Romance,Comedy"
A un paso de mí,2021,"Adventure,Comedy,Drama"
Miss Peregrine's Home for Peculiar Children,2016,"Fantasy,Adventure,Family,Drama"
A Bug's Life,1998,"Adventure,Animation,Comedy,Family"
Before I Wake,2016,"Drama,Fantasy,Horror,Thriller"
The Forever Purge,2021,"Horror,Action,Thriller"
Despicable Me,2010,"Family,Animation,Comedy"
The Lord of the Rings: The Two Towers,2002,"Adventure,Fantasy,Action"
Clash of the Titans,2010,"Adventure,Fantasy,Action"
Kung Fu Panda 2,2011,"Animation,Family"
Independence Day: Resurgence,2016,"Action,Adventure,Science Fiction"
Extraction,2020,"Drama,Action,Thriller"
Infinity Pool,2023,"Horror,Science Fiction,Thriller"
Split,2016,"Horror,Thriller"
Host,2020,"Horror,Thriller,Mystery"
Dynasty Warriors,2021,"Action,Adventure,Fantasy"
Bad Luck Banging or Loony Porn,2021,Comedy
Project X,2012,Comedy
Restart The Earth,2021,"Science Fiction,Horror,Action"
The Lorax,2012,"Animation,Family"
Gold,2022,"Horror,Drama"
Blade of the 47 Ronin,2022,Fantasy
Wish Dragon,2021,"Animation,Family,Comedy,Fantasy"
Terminator 2: Judgment Day,1991,"Action,Thriller,Science Fiction"
Escape the Undertaker,2021,"Horror,Mystery,Family"
Legion,2010,"Horror,Action,Fantasy"
Fantastic Beasts and Where to Find Them,2016,"Action,Adventure,Fantasy"
To Catch a Killer,2023,"Action,Crime,Thriller,Mystery"
The Purge: Anarchy,2014,"Horror,Thriller"
Dragon Ball Z: Broly – Second Coming,1994,"Animation,Action,Science Fiction"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy
The Dark Tower,2017,"Fantasy,Action,Science Fiction"
Matadero,2022,Drama
Blade Runner,1982,"Science Fiction,Drama,Thriller"
The Requin,2022,"Thriller,Horror"
One Piece Film Red,2022,"Animation,Adventure,Action,Fantasy"
How to Train Your Dragon,2010,"Fantasy,Adventure,Animation,Family"
Roald Dahl's Matilda the Musical,2022,"Family,Comedy,Fantasy"
Insurgent,2015,"Action,Adventure,Science Fiction,Thriller"
Kimi,2022,Thriller
Don't Look Up,2021,"Comedy,Science Fiction,Drama"
The Woman King,2022,"Action,Drama,History"
Asterix & Obelix: The Middle Kingdom,2023,"Comedy,Adventure,Family"
The Ten Commandments: The Movie,2016,Drama
Chip 'n Dale: Rescue Rangers,2022,"Animation,Family,Comedy,Adventure,Mystery"
Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy"
Stalked by a Prince,2022,"Thriller,TV Movie"
2012,2009,"Action,Adventure,Science Fiction"
Justice League,2017,"Action,Adventure,Science Fiction"
Blacklight,2022,"Action,Thriller"
Monster Hunter,2020,"Action,Fantasy,Adventure"
Yaksha: Ruthless Operations,2022,"Action,Adventure,Crime,Thriller"
Texas Chainsaw Massacre,2022,"Horror,Thriller"
White Elephant,2022,"Action,Crime,Thriller"
Se7en,1995,"Crime,Mystery,Thriller"
Mysterious Skin,2005,Drama
Taken 3,2014,"Thriller,Action"
The Simpsons Movie,2007,"Animation,Comedy,Family"
Spirit: Stallion of the Cimarron,2002,"Western,Animation,Adventure,Comedy,Family,Drama"
Rick and Morty: Samurai & Shogun Part 2,2021,"Animation,Action,Science Fiction"
Pixels,2015,"Action,Comedy,Science Fiction"
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,2017,"Action,Animation,Adventure"
A Delicious Flight,2015,Romance
Puss in Boots: The Three Diablos,2012,"Adventure,Animation,Comedy,Family"
PAW Patrol: The Movie,2021,"Animation,Family,Adventure,Comedy"
Madagascar 3: Europe's Most Wanted,2012,"Animation,Family,Comedy,Adventure"
The Hangover Part III,2013,Comedy
"Are You There God? It's Me, Margaret.",2023,"Comedy,Drama"
Finding Grace,2020,Drama
Legend Quest: The Origin,2021,"Animation,Comedy,Fantasy,Adventure,Family"
Hidden Desire,1991,"Romance,Drama"
Dragon Ball Z: Bardock - The Father of Goku,1990,"Animation,Action,Science Fiction,Drama,Fantasy"
Mulan,2020,"Adventure,Fantasy,Drama,Action"
Erotic Ghost Story,1990,"Fantasy,Drama,Horror"
The Infernal Machine,2022,"Thriller,Mystery"
Happy Feet,2006,"Animation,Comedy,Family"
Let's Be Cops,2014,Comedy
Malignant,2021,"Horror,Mystery,Thriller"
Angel Guts: Red Porno,1981,Drama
Ghost Mansion,2021,Horror
Luther: The Fallen Sun,2023,"Thriller,Crime,Action,Drama"
Logan,2017,"Action,Drama,Science Fiction"
Call Me by Your Name,2017,"Romance,Drama"
